TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType,Location,Channel,CustomerOccupation,PreviousTransactionDate,TransactionDate,Target
0.03225982652013372,0.8548387096774193,0.09655172413793102,0.0,0.3797236987077662,1,20,1,2,2024-11-04 08:09:24,2023-02-28 16:36:58,1
0.04670737835652953,0.32258064516129037,0.2862068965517241,0.0,0.607967039061455,1,19,1,0,2024-11-04 08:08:13,2023-08-11 18:31:31,2
0.18876313662085692,0.06451612903225812,0.4551724137931034,0.5,0.08741048374573722,1,13,2,3,2024-11-04 08:07:04,2023-05-02 18:25:46,0
0.07935502195809391,0.04838709677419356,0.296551724137931,0.0,0.12293531973764085,1,33,2,3,2024-11-04 08:07:09,2023-03-02 16:43:56,0
0.00394917957569534,0.7580645161290323,0.9172413793103449,0.0,0.23746436323717937,0,15,2,2,2024-11-04 08:09:44,2023-10-20 17:53:13,1
0.13473639362887546,0.08064516129032262,0.5103448275862069,1.0,0.038394599547318164,1,24,0,3,2024-11-04 08:11:38,2023-04-17 16:37:01,0
0.0218816229325526,0.30645161290322587,0.29310344827586204,0.0,0.17372657183248758,1,25,1,1,2024-11-04 08:11:59,2023-03-29 16:42:38,0
0.06947387970023379,0.4193548387096775,0.6448275862068966,0.0,0.11225353409802102,1,19,2,0,2024-11-04 08:11:22,2023-01-24 16:18:32,0
0.03053922960956106,0.14516129032258068,0.9413793103448276,0.0,0.08399486682724079,1,11,1,3,2024-11-04 08:08:30,2023-09-20 16:55:42,0
0.015321505822718434,0.6612903225806451,0.034482758620689655,0.0,0.553400525283027,0,24,2,0,2024-11-04 08:09:17,2023-07-17 17:49:22,1
0.032150582271843385,0.1774193548387097,0.8517241379310345,0.0,0.6535074775860644,1,3,0,0,2024-11-04 08:06:58,2023-02-06 16:24:24,2
0.21640739365072428,0.5,0.5448275862068966,0.5,0.6445338365222957,1,27,0,1,2024-11-04 08:11:13,2023-09-25 16:26:00,2
0.4793364504358845,0.06451612903225812,0.4827586206896552,0.0,0.019951881547131282,1,20,2,3,2024-11-04 08:07:50,2023-03-13 17:23:24,0
0.13928641657016758,0.435483870967742,0.13793103448275862,0.0,0.9891017552681237,0,37,1,0,2024-11-04 08:10:51,2023-10-27 16:42:49,2
0.06800454456072888,0.5,0.1206896551724138,0.0,0.38065339723134034,1,39,1,1,2024-11-04 08:06:23,2023-10-16 16:32:56,1
0.04253424807183902,0.12903225806451613,0.46551724137931033,0.0,0.053671771381553525,1,25,1,3,2024-11-04 08:12:18,2023-11-21 16:58:44,0
0.43427319801612446,0.7741935483870968,0.27586206896551724,0.25,0.5251942922022965,1,23,0,0,2024-11-04 08:11:17,2023-10-12 17:07:40,1
0.1831862177456357,0.5967741935483871,0.7103448275862069,0.0,0.06165655739964063,1,28,2,2,2024-11-04 08:07:32,2023-01-24 17:17:20,1
0.17927527365684198,0.7258064516129032,0.3758620689655172,0.0,0.2837805588812426,1,35,0,2,2024-11-04 08:07:31,2023-07-31 18:39:50,1
0.018440429111407287,0.32258064516129037,0.031034482758620682,0.0,0.9486743225065695,1,30,2,0,2024-11-04 08:11:45,2023-01-09 16:13:21,2
0.13172671458847693,0.6290322580645161,0.36551724137931035,0.0,0.8910330140449685,0,5,2,0,2024-11-04 08:09:03,2023-04-20 18:57:43,2
0.030074941554327165,0.016129032258064557,0.36896551724137927,0.0,0.0093837033192859,1,40,0,3,2024-11-04 08:08:03,2023-04-12 16:03:37,0
0.1660785684633704,0.14516129032258068,0.07931034482758621,0.0,0.051520625123102716,1,21,1,3,2024-11-04 08:09:53,2023-07-26 16:52:28,0
0.08970591448360245,0.12903225806451613,0.22413793103448276,0.0,0.09458791768369951,1,3,1,3,2024-11-04 08:10:33,2023-12-13 16:01:38,0
0.2785619087155061,0.016129032258064557,0.3275862068965517,0.0,0.04567824633179147,1,28,2,3,2024-11-04 08:11:35,2023-10-09 16:29:40,0
0.34228407874325417,0.12903225806451613,0.4413793103448276,0.0,0.010978240483362565,1,10,2,3,2024-11-04 08:07:24,2023-11-27 16:45:57,0
0.23218772531626208,0.8225806451612903,0.38275862068965516,0.0,0.25580759072291287,0,18,2,2,2024-11-04 08:07:07,2023-02-13 16:59:39,1
0.046521663134435974,0.7903225806451613,0.46551724137931033,0.0,0.9950866474990573,1,41,1,0,2024-11-04 08:06:45,2023-06-07 16:45:34,2
0.09244248290327514,0.16129032258064518,0.4551724137931034,0.0,0.05489994144848779,1,36,1,3,2024-11-04 08:08:58,2023-09-07 16:51:27,0
0.05700911097030741,0.7096774193548387,0.27586206896551724,0.0,0.2941410170485063,1,29,0,2,2024-11-04 08:10:42,2023-03-29 17:47:16,1
0.1729828049553191,0.11290322580645162,0.2517241379310345,0.0,0.08213546978009237,1,23,1,3,2024-11-04 08:09:15,2023-08-04 17:53:40,0
0.03292621643470471,0.6290322580645161,0.14482758620689656,0.0,0.23075950924287048,0,8,1,2,2024-11-04 08:09:57,2023-12-14 17:52:37,1
0.15966046887631366,0.8064516129032258,0.17586206896551726,0.0,0.3049364100999006,0,9,1,2,2024-11-04 08:07:49,2023-03-03 17:37:41,1
0.21098341672310952,0.4838709677419355,0.06206896551724138,0.0,0.37163807770881413,1,16,1,1,2024-11-04 08:07:09,2023-06-09 16:18:15,1
0.0610729970067076,0.08064516129032262,0.1413793103448276,0.0,0.05566763176947241,1,18,1,3,2024-11-04 08:11:37,2023-10-02 16:35:22,0
0.1440549280080404,0.9838709677419355,0.7482758620689656,0.25,0.2737884845107386,1,9,1,2,2024-11-04 08:11:03,2023-05-16 16:07:30,1
0.19083877733837315,0.4838709677419355,0.7448275862068966,0.0,0.44027376025071613,1,19,2,1,2024-11-04 08:08:09,2023-11-07 16:48:23,2
0.32835543708623743,0.6129032258064516,0.32413793103448274,0.0,0.5617241168368202,0,30,1,1,2024-11-04 08:08:01,2023-05-30 17:43:25,2
0.003009679040398523,0.5161290322580645,0.393103448275862,0.0,0.9334576516608531,1,5,2,0,2024-11-04 08:11:32,2023-11-02 16:01:40,2
0.10982870501868078,0.3870967741935484,0.6068965517241379,0.0,0.16690676595999274,0,26,1,1,2024-11-04 08:11:41,2023-03-29 17:00:31,0
0.16286132535122028,0.6129032258064516,0.7413793103448276,0.0,0.19579128234534102,1,16,1,2,2024-11-04 08:10:12,2023-04-25 16:11:24,1
0.28447202254801285,0.11290322580645162,0.4068965517241379,0.0,0.12431070887663784,1,0,1,3,2024-11-04 08:12:10,2023-04-18 18:40:47,0
0.06391880967467063,0.6774193548387097,0.020689655172413793,0.0,0.23955500850711126,0,2,2,1,2024-11-04 08:07:11,2023-02-09 16:34:53,1
0.07280582927308878,0.4193548387096775,0.7241379310344828,0.0,0.2516894901043911,1,1,0,1,2024-11-04 08:10:18,2023-07-18 16:12:00,1
0.0780823264655116,0.27419354838709675,0.43103448275862066,0.0,0.4216663451151166,1,9,2,1,2024-11-04 08:09:26,2023-01-13 17:00:16,2
0.013387882627979637,0.7096774193548387,0.15517241379310343,0.0,0.38746244737254293,1,4,0,2,2024-11-04 08:12:15,2023-07-04 18:20:33,1
0.12763005527758964,0.12903225806451613,0.9310344827586207,0.0,0.4326103017049851,0,17,2,3,2024-11-04 08:08:45,2023-10-20 16:54:28,0
0.6621566999497477,0.03225806451612906,0.04827586206896552,0.0,0.03386374774045615,1,16,1,3,2024-11-04 08:06:51,2023-10-04 16:36:29,0
0.04985361270729096,0.4193548387096775,0.20344827586206898,0.0,0.9797025905851051,1,25,1,0,2024-11-04 08:11:36,2023-03-13 16:32:12,2
0.06556293561144007,0.016129032258064557,0.23103448275862065,0.0,0.08471415635741028,1,24,1,3,2024-11-04 08:06:50,2023-12-18 18:46:27,0
0.09503703380017042,0.5161290322580645,0.19655172413793104,0.0,0.7008797515963859,1,39,2,0,2024-11-04 08:10:29,2023-07-17 18:54:31,2
0.10020428674430291,0.32258064516129037,0.3172413793103448,0.0,0.03027200572204905,1,10,0,1,2024-11-04 08:09:51,2023-06-19 18:22:10,0
0.5037743887784308,0.7258064516129032,0.2655172413793103,0.0,0.31014420074496885,1,11,0,2,2024-11-04 08:11:07,2023-01-23 16:32:48,1
0.14182634534291771,0.5,0.5517241379310345,0.0,0.4755821371503631,1,10,2,0,2024-11-04 08:09:38,2023-11-06 16:34:10,2
0.08436387074220543,0.25806451612903225,0.506896551724138,0.0,0.0955592946660312,1,36,2,0,2024-11-04 08:09:42,2023-07-03 16:40:24,0
0.7318982280582929,0.5806451612903226,0.06896551724137931,0.0,0.5748992154366257,0,2,2,1,2024-11-04 08:06:53,2023-09-29 17:22:10,2
0.013273176167274794,0.7419354838709677,0.20344827586206898,0.0,0.6566192450955547,1,23,1,0,2024-11-04 08:12:05,2023-10-20 17:27:35,2
0.005107168607572811,0.6451612903225806,0.5827586206896552,0.0,0.859228988846979,0,36,2,0,2024-11-04 08:09:10,2023-06-22 18:37:29,2
0.21450108151805808,0.09677419354838712,0.3103448275862069,0.0,0.04634711837152851,1,18,2,3,2024-11-04 08:08:38,2023-11-20 16:28:09,0
0.39146037711114506,0.6774193548387097,0.08275862068965517,0.0,0.26632669592673736,0,25,2,2,2024-11-04 08:08:12,2023-09-14 16:49:33,1
0.12212960737617165,0.5645161290322581,0.15517241379310343,0.75,0.19008805582762328,1,18,0,1,2024-11-04 08:08:01,2023-10-02 16:36:10,1
0.1258493740304573,0.04838709677419356,0.43103448275862066,0.0,0.034677149919432854,1,15,1,3,2024-11-04 08:10:44,2023-03-27 18:16:04,0
0.35171731958312397,0.1774193548387097,0.21379310344827585,0.0,0.07000098818281249,1,35,0,1,2024-11-04 08:08:04,2023-03-02 16:05:09,0
0.2777098035788416,0.532258064516129,0.40344827586206894,0.0,0.5113146932028484,0,23,1,1,2024-11-04 08:09:32,2023-06-26 16:16:50,2
0.46885992702484214,0.14516129032258068,0.603448275862069,0.0,0.11903636714419874,0,37,1,3,2024-11-04 08:10:47,2023-04-18 17:27:23,0
0.013710153160436105,0.6290322580645161,0.23448275862068962,0.0,0.0066443530057899445,1,21,0,1,2024-11-04 08:11:05,2023-07-17 17:08:24,1
0.08049116214031332,0.8548387096774193,0.4241379310344827,0.0,0.13536087831301735,1,5,1,2,2024-11-04 08:07:22,2023-09-01 17:26:02,1
0.06268434966898993,0.30645161290322587,0.5689655172413793,0.0,0.5069619831955143,1,35,1,0,2024-11-04 08:08:38,2023-09-11 16:19:04,2
0.2092628198125369,0.19354838709677424,0.04827586206896552,0.0,0.5915470707774176,1,13,1,1,2024-11-04 08:11:07,2023-01-24 17:23:56,2
0.1070047412003758,0.14516129032258068,0.4689655172413793,0.0,0.6262968218830732,1,41,1,1,2024-11-04 08:08:32,2023-02-24 16:29:23,2
0.07083397059144836,0.22580645161290325,0.7758620689655172,0.0,0.5278859139581831,1,19,0,1,2024-11-04 08:06:35,2023-01-02 16:36:02,2
0.16749328147873013,0.4516129032258065,0.1413793103448276,0.0,0.6262443876930234,1,7,2,1,2024-11-04 08:10:48,2023-11-30 16:31:03,2
0.06266250081933186,0.6612903225806451,0.24137931034482757,0.0,0.4061955701176207,1,39,2,2,2024-11-04 08:09:24,2023-11-01 16:52:01,1
0.4131235115471171,0.14516129032258068,0.02413793103448276,0.0,0.021407266437614408,1,34,1,3,2024-11-04 08:11:40,2023-03-06 16:47:02,0
0.27502239507089954,0.06451612903225812,0.08620689655172413,0.0,0.023233724057680302,1,20,2,3,2024-11-04 08:09:22,2023-11-27 18:32:49,0
0.0779840066420503,0.7258064516129032,0.4724137931034483,0.0,0.52966934865308,1,35,0,2,2024-11-04 08:10:42,2023-07-31 16:37:46,1
0.13880027966527564,0.532258064516129,0.5655172413793104,0.0,0.5880064184826488,0,9,2,1,2024-11-04 08:06:56,2023-04-20 18:26:50,2
0.11661823504992462,0.967741935483871,0.9379310344827586,0.0,0.23034205242208988,0,9,0,2,2024-11-04 08:09:36,2023-03-01 17:52:14,1
0.17894207869955647,0.3548387096774194,0.32413793103448274,0.0,0.025407726245127153,1,14,2,1,2024-11-04 08:06:30,2023-02-10 16:52:48,0
0.0012235355808516682,0.467741935483871,0.33448275862068966,0.0,0.8095751553362881,1,36,2,0,2024-11-04 08:09:53,2023-07-21 16:43:11,2
0.16376805261202998,0.8064516129032258,0.1275862068965517,0.0,0.9037872946579645,0,2,2,0,2024-11-04 08:12:18,2023-10-09 17:02:43,2
0.030981668815136882,0.4032258064516129,0.38620689655172413,0.25,0.37552089670531785,0,28,0,1,2024-11-04 08:07:42,2024-01-01 16:34:10,2
0.06312678887456576,0.33870967741935487,0.5413793103448277,0.0,0.42880680622676176,1,14,1,1,2024-11-04 08:10:02,2023-05-22 17:09:52,2
0.0291190543817868,0.8225806451612903,0.38275862068965516,0.0,0.10413766260480957,1,15,0,2,2024-11-04 08:08:43,2023-08-16 16:17:12,1
0.0344556359107693,0.4516129032258065,0.5344827586206897,0.0,0.7443463506812077,0,11,2,0,2024-11-04 08:10:13,2023-11-17 16:02:02,2
0.18101225720465816,0.3709677419354839,0.17586206896551726,0.0,0.27362378737532594,1,32,2,1,2024-11-04 08:11:00,2023-08-25 17:26:07,0
0.0026109375341388276,0.6129032258064516,0.10689655172413794,0.0,0.36678119279715565,1,42,0,2,2024-11-04 08:10:48,2023-11-27 16:38:34,1
0.1170442876182569,0.8387096774193548,0.8172413793103449,0.0,0.7427726527465097,0,11,2,0,2024-11-04 08:11:56,2023-08-04 17:46:44,2
0.32694072407087765,0.6290322580645161,0.5103448275862069,0.0,0.08828573137964439,1,30,1,0,2024-11-04 08:10:13,2023-09-04 16:48:35,1
0.45938298848565623,0.12903225806451613,0.24137931034482757,0.0,0.06732012215821817,1,40,2,3,2024-11-04 08:09:58,2023-08-09 17:34:26,0
0.020696322838602548,0.12903225806451613,0.3379310344827586,0.0,0.013544154629770926,1,23,2,3,2024-11-04 08:07:42,2023-09-07 16:07:40,0
0.5661036946404773,0.6451612903225806,0.46206896551724136,0.0,0.36565251324467474,1,35,1,0,2024-11-04 08:09:24,2023-07-11 16:39:53,1
0.06798269571107081,0.24193548387096775,0.3275862068965517,0.0,0.41729548481122686,1,28,1,1,2024-11-04 08:07:25,2023-07-03 17:14:07,2
0.16506259695427036,0.967741935483871,0.10344827586206896,0.0,0.33822808738224996,0,35,1,2,2024-11-04 08:11:55,2023-09-25 17:13:36,1
0.11349384954882126,0.467741935483871,0.906896551724138,0.0,0.6213303629588748,1,21,2,1,2024-11-04 08:08:45,2023-11-20 17:10:02,2
0.003009679040398523,0.08064516129032262,0.8413793103448276,0.0,0.06828343234208067,0,20,1,3,2024-11-04 08:10:53,2023-11-17 17:27:07,0
0.20814852847997553,0.6129032258064516,0.22413793103448276,0.0,0.7887413038231921,1,0,0,0,2024-11-04 08:09:32,2023-08-21 16:46:05,2
0.008684917739081038,0.5161290322580645,0.393103448275862,0.0,0.9612242442250127,1,25,0,0,2024-11-04 08:11:59,2023-10-16 16:59:36,2
0.2653652035220346,0.0,0.2,0.0,0.11068252509614618,1,28,2,3,2024-11-04 08:07:03,2023-06-20 17:21:50,0
0.18360134588913893,0.04838709677419356,0.027586206896551724,0.0,0.06038401994112583,1,35,1,3,2024-11-04 08:09:57,2023-01-16 16:53:38,0
0.5446754353383294,0.8225806451612903,0.37241379310344824,0.0,0.450923950929665,1,39,2,0,2024-11-04 08:08:25,2023-11-22 16:07:19,1
0.1279850990845332,0.08064516129032262,0.3793103448275862,0.0,0.010875388802880387,1,6,2,3,2024-11-04 08:08:47,2023-09-01 16:09:08,0
0.0031353099259323995,0.19354838709677424,0.8137931034482759,0.0,0.3590101769385021,1,6,2,0,2024-11-04 08:09:43,2023-10-23 18:38:15,0
0.5733465883021259,1.0,0.03793103448275863,0.0,0.1301208204740723,1,11,0,2,2024-11-04 08:10:34,2023-10-23 16:50:33,1
0.12392667526054753,0.0,0.9793103448275863,0.0,0.016116118875031178,1,5,0,3,2024-11-04 08:11:34,2023-07-03 17:42:08,0
0.02490222639778016,0.03225806451612906,0.2827586206896551,0.0,0.1046633489717185,1,20,0,3,2024-11-04 08:07:24,2023-02-16 17:57:10,0
0.5315442766938321,0.9516129032258065,0.9862068965517242,0.0,0.130414586384992,1,34,1,2,2024-11-04 08:11:44,2023-08-30 17:23:20,1
0.226812908300378,0.7741935483870968,0.45172413793103444,0.0,0.6730035850196864,1,22,0,0,2024-11-04 08:10:23,2023-07-28 16:29:23,2
0.1450217396054098,0.5806451612903226,0.2827586206896551,0.0,0.29201608788508043,1,30,2,2,2024-11-04 08:12:18,2023-02-06 17:48:55,1
0.03776573663396623,1.0,0.35517241379310344,0.0,0.4269064029540617,1,41,2,2,2024-11-04 08:09:04,2023-07-24 18:08:43,1
0.1817114203937163,0.27419354838709675,0.9758620689655172,0.0,0.18056183906871504,0,0,1,1,2024-11-04 08:08:14,2023-11-20 16:29:48,0
0.14619065306211626,0.03225806451612906,0.5172413793103449,0.0,0.03320563143201134,1,35,2,3,2024-11-04 08:08:34,2023-10-09 16:52:47,0
0.27080010487447836,0.6935483870967742,0.8793103448275862,0.0,0.8606238727489431,1,37,1,0,2024-11-04 08:09:41,2023-11-03 16:45:52,2
0.20537918678581574,0.30645161290322587,0.810344827586207,0.0,0.6023343970303426,1,40,0,1,2024-11-04 08:09:58,2023-02-15 16:41:11,2
0.045205269942537527,0.29032258064516125,0.5551724137931034,0.0,0.5987823167710757,0,39,2,1,2024-11-04 08:11:01,2023-09-04 17:59:51,2
0.0507985754550023,0.03225806451612906,0.21379310344827585,0.0,0.07058448660541727,0,27,2,3,2024-11-04 08:12:04,2023-07-27 16:22:52,0
0.4386757412222247,0.8064516129032258,0.4103448275862069,0.0,0.8111280140416074,0,22,1,0,2024-11-04 08:08:40,2023-04-17 16:08:34,2
0.019390854071533133,0.08064516129032262,0.38620689655172413,0.0,0.03426103756506378,1,5,1,3,2024-11-04 08:11:40,2023-09-19 17:38:18,0
0.015441674495837797,0.7096774193548387,0.30689655172413793,0.0,0.5759915943959952,1,42,2,0,2024-11-04 08:06:30,2023-05-31 16:37:39,1
0.07607223229696956,0.5645161290322581,0.5758620689655173,0.0,0.672008679875153,0,21,2,0,2024-11-04 08:07:31,2023-10-09 17:20:09,2
0.16785924971050276,0.24193548387096775,0.9482758620689655,0.0,0.3499336841942512,1,11,1,0,2024-11-04 08:06:33,2023-01-09 16:12:01,0
0.032986300771264396,0.6129032258064516,0.14827586206896554,0.0,0.06353141581052167,0,40,1,2,2024-11-04 08:09:22,2023-05-26 18:15:08,1
0.04074810461229216,0.8387096774193548,0.396551724137931,0.0,0.4584146455415141,1,26,1,0,2024-11-04 08:07:39,2023-08-14 17:43:17,1
0.12653215058227185,0.25806451612903225,0.5344827586206897,0.0,0.0007098782652887681,1,22,0,1,2024-11-04 08:12:15,2023-01-31 18:31:22,0
0.06879656536083376,0.9193548387096775,0.8896551724137931,0.0,0.3742631483773299,1,3,1,2,2024-11-04 08:08:42,2023-02-14 16:07:01,1
0.27639887259935764,0.5645161290322581,0.5241379310344828,0.25,0.08118896542637401,0,6,2,2,2024-11-04 08:09:09,2023-05-02 17:03:29,1
0.1661004173130285,0.20967741935483875,0.0896551724137931,0.0,0.26586151054834734,1,15,1,1,2024-11-04 08:08:45,2023-12-04 17:07:34,0
0.15381043938036665,0.06451612903225812,0.34137931034482755,0.0,0.09974461860512956,1,11,0,3,2024-11-04 08:07:38,2023-05-16 17:26:37,0
0.42475256177762244,0.20967741935483875,0.02413793103448276,0.0,0.45196591239860207,1,15,1,1,2024-11-04 08:09:15,2023-03-20 16:58:12,2
0.06495663003342875,0.6129032258064516,0.296551724137931,0.0,0.3639672245978197,1,20,1,2,2024-11-04 08:07:34,2023-08-25 18:01:38,1
0.09664292425003825,0.935483870967742,0.11379310344827585,0.0,0.3523241454739547,1,6,2,2,2024-11-04 08:06:30,2023-05-15 17:25:28,1
0.1423561799471258,0.06451612903225812,0.0896551724137931,0.0,0.053835796283760395,1,10,1,3,2024-11-04 08:06:52,2023-05-29 16:50:10,0
0.0924260962660316,0.09677419354838712,0.031034482758620682,0.0,0.11454584932968269,1,6,2,3,2024-11-04 08:07:37,2023-03-22 16:10:14,0
0.039857763988725994,0.12903225806451613,0.013793103448275862,0.0,0.04608427518807405,1,32,1,3,2024-11-04 08:11:12,2023-05-19 16:52:53,0
0.432776551814547,0.016129032258064557,0.5310344827586208,0.0,0.044916606109658724,1,3,0,3,2024-11-04 08:10:39,2023-05-22 16:22:36,0
0.1293451899757478,0.8548387096774193,0.12413793103448274,0.0,0.07263950351544356,1,31,2,2,2024-11-04 08:07:50,2023-12-18 16:47:17,1
0.01852236229762503,0.5806451612903226,0.15172413793103445,0.0,0.04197088020199264,0,30,2,1,2024-11-04 08:06:29,2023-11-21 16:57:43,1
0.4041982564617973,0.3709677419354839,0.3896551724137931,0.0,0.9654680524530127,1,30,2,0,2024-11-04 08:08:27,2023-07-19 17:03:58,2
0.24759116432519832,0.6451612903225806,0.2482758620689655,0.0,0.8029220632988232,1,0,0,0,2024-11-04 08:12:06,2023-04-19 16:36:03,2
0.16398107889619615,0.8870967741935485,0.3103448275862069,0.0,0.5232286823086372,1,17,1,2,2024-11-04 08:08:00,2023-11-13 16:11:52,1
0.06045030479145273,0.016129032258064557,0.6586206896551724,0.0,0.12437322656477406,0,41,1,3,2024-11-04 08:10:53,2023-04-07 16:38:15,0
0.11002534466560336,0.6612903225806451,0.996551724137931,0.0,0.4857772259490085,1,19,0,0,2024-11-04 08:10:16,2023-01-03 16:46:36,2
0.2179149642771308,0.6612903225806451,0.34137931034482755,0.0,0.20894285278294467,1,32,0,1,2024-11-04 08:08:21,2023-01-30 16:15:49,1
0.5689549695208548,0.967741935483871,0.16206896551724137,0.0,0.37806395492273015,1,17,2,2,2024-11-04 08:06:44,2023-09-06 16:44:02,1
0.34417400423867683,0.7096774193548387,0.14482758620689656,0.0,0.08479885774133679,1,23,0,2,2024-11-04 08:12:15,2023-03-02 16:11:53,1
0.005833642858703489,0.6774193548387097,0.810344827586207,0.0,0.0766204685599891,0,30,0,1,2024-11-04 08:11:53,2023-10-23 17:24:07,1
0.11778714850663113,0.32258064516129037,0.7758620689655172,0.0,0.5223978020663105,1,20,0,0,2024-11-04 08:10:23,2023-01-04 16:02:09,2
0.7768850095042497,0.9838709677419355,0.5344827586206897,0.0,0.3745764090512168,1,42,1,2,2024-11-04 08:06:50,2023-07-10 17:49:18,1
0.2428663505866416,0.4032258064516129,0.3137931034482758,0.0,0.6874276929158049,0,19,1,0,2024-11-04 08:11:50,2023-09-11 16:27:39,2
0.15311127619130854,0.11290322580645162,0.04827586206896552,0.0,0.01284234316295135,0,41,2,3,2024-11-04 08:10:24,2023-01-27 17:35:05,0
0.001660512574012978,0.5161290322580645,0.41724137931034483,0.0,0.758492154030139,0,20,1,0,2024-11-04 08:10:11,2023-03-27 16:42:16,2
0.010979046953177916,0.7096774193548387,0.22413793103448276,0.0,0.1788328552634852,1,40,1,2,2024-11-04 08:11:15,2023-07-24 17:02:18,1
0.2692051388494396,0.5645161290322581,0.7793103448275862,0.0,0.4928000462496446,1,7,1,2,2024-11-04 08:08:01,2023-07-31 16:25:26,2
0.1677718543118705,0.016129032258064557,0.013793103448275862,0.0,0.0641848264865261,1,20,0,3,2024-11-04 08:09:48,2023-06-12 17:32:52,0
0.005964735956651882,0.4032258064516129,0.5206896551724138,0.0,0.39357170274654324,1,1,2,0,2024-11-04 08:10:20,2023-11-30 16:52:42,2
0.17127313246957548,0.6612903225806451,0.48620689655172417,0.0,0.48127796910281745,1,40,1,1,2024-11-04 08:08:42,2023-11-15 18:57:38,1
0.1571915488649523,0.8064516129032258,0.18275862068965515,0.0,0.11063748547135986,1,10,0,2,2024-11-04 08:10:00,2023-08-24 16:47:21,1
0.43713539732133105,0.20967741935483875,0.3379310344827586,0.0,0.6425218425374384,1,28,0,1,2024-11-04 08:06:49,2023-05-04 16:21:31,2
0.2650702440516507,0.4516129032258065,0.4586206896551724,0.0,0.42144383592400814,1,15,0,1,2024-11-04 08:11:46,2023-02-06 17:46:59,2
0.2845211824597435,0.5806451612903226,0.703448275862069,0.0,0.6278839644818863,1,18,0,0,2024-11-04 08:07:31,2023-02-17 18:16:05,2
0.16641722563307043,0.7580645161290323,0.5103448275862069,0.0,0.9027433164894101,1,32,0,0,2024-11-04 08:08:15,2023-02-24 16:23:22,2
0.3790447682929494,0.6935483870967742,0.21379310344827585,0.0,0.0865278415465666,1,25,0,2,2024-11-04 08:07:23,2023-12-07 16:20:08,1
0.06368939675326095,0.5967741935483871,0.5551724137931034,0.0,0.4439670094831939,1,21,0,1,2024-11-04 08:12:15,2023-03-20 18:28:48,1
0.0407590290371212,0.11290322580645162,0.6620689655172414,0.0,0.021408610904025942,1,1,0,3,2024-11-04 08:07:46,2023-05-24 16:25:50,0
